#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_4_length_139564_cov_44.158667:100439-101260|+ -            274 9883                 -            258   4.4e-62  207.5   0.0   1   1     2e-64   5.9e-62  207.1   0.0    10   255     8   266     2   268 0.89 NODE_4_length_139564_cov_44.158667_85 # 100439 # 101260 # 1 # ID=4_85;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532
NODE_41_length_44791_cov_39.437601:26633-27259|-   -            209 9883                 -            258   7.8e-08   29.8   0.0   1   1   3.7e-10   1.1e-07   29.3   0.0    24    95    60   132    48   162 0.86 NODE_41_length_44791_cov_39.437601_29 # 26633 # 27259 # -1 # ID=41_29;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.534
NODE_9_length_123825_cov_37.296666:13541-14278|+   -            246 9883                 -            258   9.7e-06   22.9   0.0   1   1   4.7e-08   1.4e-05   22.4   0.0    40   113    45   126    35   129 0.81 NODE_9_length_123825_cov_37.296666_13 # 13541 # 14278 # 1 # ID=9_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535
NODE_31_length_58399_cov_38.812466:48236-49309|+   -            358 9883                 -            258   6.2e-05   20.3   0.0   1   1   3.3e-07   9.7e-05   19.6   0.0    34   113   191   272   185   289 0.87 NODE_31_length_58399_cov_38.812466_46 # 48236 # 49309 # 1 # ID=31_46;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.558
NODE_53_length_29778_cov_36.323025:9537-10370|+    -            278 9883                 -            258   7.2e-05   20.1   0.0   1   1   3.7e-07   0.00011   19.4   0.0    40   112   110   186    95   190 0.82 NODE_53_length_29778_cov_36.323025_10 # 9537 # 10370 # 1 # ID=53_10;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.558
NODE_72_length_16341_cov_36.526767:6500-7255|+     -            252 9883                 -            258   0.00013   19.2   0.0   1   1   5.7e-07   0.00017   18.8   0.0     9    82    12    85     5   120 0.80 NODE_72_length_16341_cov_36.526767_8 # 6500 # 7255 # 1 # ID=72_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.561
NODE_12_length_106079_cov_39.536715:78035-79336|+  -            434 9883                 -            258   0.00016   18.9   0.0   1   1   9.1e-07   0.00027   18.2   0.0    23    81   270   328   264   350 0.88 NODE_12_length_106079_cov_39.536715_68 # 78035 # 79336 # 1 # ID=12_68;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.514
NODE_25_length_79707_cov_37.284883:29188-30336|-   -            383 9883                 -            258   0.00025   18.2   0.0   1   1   1.4e-06    0.0004   17.6   0.0    27   108   155   234   146   236 0.91 NODE_25_length_79707_cov_37.284883_28 # 29188 # 30336 # -1 # ID=25_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.480
NODE_32_length_57606_cov_39.295812:12827-13963|+   -            379 9883                 -            258    0.0012   16.1   0.0   1   1   6.8e-06     0.002   15.3   0.0    29   121   218   317   215   325 0.74 NODE_32_length_57606_cov_39.295812_12 # 12827 # 13963 # 1 # ID=32_12;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=3-4bp;gc_cont=0.541
NODE_4_length_139564_cov_44.158667:18038-18904|+   -            289 9883                 -            258    0.0012   16.1   0.0   1   1   6.4e-06    0.0019   15.4   0.0    35    84    73   124    58   159 0.73 NODE_4_length_139564_cov_44.158667_20 # 18038 # 18904 # 1 # ID=4_20;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.504
NODE_36_length_50779_cov_38.268459:24087-24872|-   -            262 9883                 -            258    0.0044   14.2   0.0   1   1   1.9e-05    0.0057   13.8   0.0    39    99    44   106    20   113 0.83 NODE_36_length_50779_cov_38.268459_18 # 24087 # 24872 # -1 # ID=36_18;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.517
NODE_42_length_44050_cov_40.658288:3356-4456|+     -            367 9883                 -            258      0.01   13.0   0.0   1   1   5.8e-05     0.017   12.3   0.0    32    97   204   269   194   276 0.77 NODE_42_length_44050_cov_40.658288_3 # 3356 # 4456 # 1 # ID=42_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.503
NODE_2_length_157429_cov_38.171358:121691-122413|- -            241 9883                 -            258     0.011   12.9   0.1   1   1   5.3e-05     0.016   12.4   0.1    40    68    57    85    43   108 0.87 NODE_2_length_157429_cov_38.171358_114 # 121691 # 122413 # -1 # ID=2_114;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.539
NODE_6_length_131096_cov_36.333598:103512-104321|+ -            270 9883                 -            258     0.011   12.8   0.0   1   1   5.6e-05     0.017   12.3   0.0    26    77    73   123    69   149 0.74 NODE_6_length_131096_cov_36.333598_105 # 103512 # 104321 # 1 # ID=6_105;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514
NODE_8_length_126545_cov_41.885285:13880-14761|-   -            294 9883                 -            258     0.012   12.7   0.0   1   1     6e-05     0.018   12.2   0.0    33    83   153   203   146   232 0.73 NODE_8_length_126545_cov_41.885285_15 # 13880 # 14761 # -1 # ID=8_15;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.549
NODE_16_length_86943_cov_42.279511:70435-71190|+   -            252 9883                 -            258     0.013   12.7   0.0   1   1   6.5e-05     0.019   12.1   0.0    33   102    57   131    47   137 0.83 NODE_16_length_86943_cov_42.279511_64 # 70435 # 71190 # 1 # ID=16_64;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.521
NODE_77_length_15753_cov_35.008191:11624-12394|-   -            257 9883                 -            258     0.042   11.0   0.0   1   1   0.00019     0.058   10.5   0.0    32    98    37   104    28   118 0.73 NODE_77_length_15753_cov_35.008191_13 # 11624 # 12394 # -1 # ID=77_13;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/simonedassisi/busco_downloads/lineages/archaea_odb12/hmms/9883at2157.hmm
# Target file:     home/simonedassisi/Desktop/BUSCO_output/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout home/simonedassisi/Desktop/BUSCO_output/auto_lineage/run_archaea_odb12/hmmer_output/9883at2157.out --cpu 1 /home/simonedassisi/busco_downloads/lineages/archaea_odb12/hmms/9883at2157.hmm home/simonedassisi/Desktop/BUSCO_output/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/simonedassisi
# Date:            Tue Apr  1 14:23:25 2025
# [ok]
