#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_1689_length_18974_cov_72.810692:5171-5887|+   -            239 7373                 -            237  3.2e-150  496.5   8.4   1   1  8.1e-153  3.6e-150  496.4   8.4     1   237     1   237     1   237 1.00 NODE_1689_length_18974_cov_72.810692_8 # 5171 # 5887 # 1 # ID=775_8;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.550
NODE_666_length_18969_cov_76.638199:401-1087|+     -            229 7373                 -            237   3.4e-44  149.5   6.6   1   1   5.6e-46   2.5e-43  146.6   6.6     8   230    10   219     6   226 0.94 NODE_666_length_18969_cov_76.638199_2 # 401 # 1087 # 1 # ID=285_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.525
NODE_720_length_11917_cov_65.241417:10355-11023|+  -            223 7373                 -            237     5e-36  122.7   7.2   1   2   2.3e-10     1e-07   30.0   0.6     4    73    12    81     9    86 0.92 NODE_720_length_11917_cov_65.241417_11 # 10355 # 11023 # 1 # ID=301_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535
NODE_720_length_11917_cov_65.241417:10355-11023|+  -            223 7373                 -            237     5e-36  122.7   7.2   2   2   7.1e-31   3.1e-28   97.2   0.9   100   237    84   221    80   221 0.95 NODE_720_length_11917_cov_65.241417_11 # 10355 # 11023 # 1 # ID=301_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535
NODE_1689_length_18974_cov_72.810692:5887-6555|+   -            223 7373                 -            237   1.8e-31  107.8  10.9   1   2   3.7e-11   1.6e-08   32.7   1.9    10    72    11    73     2    79 0.91 NODE_1689_length_18974_cov_72.810692_9 # 5887 # 6555 # 1 # ID=775_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.522
NODE_1689_length_18974_cov_72.810692:5887-6555|+   -            223 7373                 -            237   1.8e-31  107.8  10.9   2   2   9.1e-26     4e-23   80.5   1.9   102   236    89   221    83   222 0.95 NODE_1689_length_18974_cov_72.810692_9 # 5887 # 6555 # 1 # ID=775_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.522
NODE_1288_length_45176_cov_69.014496:25242-25901|- -            220 7373                 -            237   9.5e-30  102.2  10.6   1   2   1.9e-05    0.0084   14.0   3.7     7    69    15    77    10    80 0.90 NODE_1288_length_45176_cov_69.014496_24 # 25242 # 25901 # -1 # ID=561_24;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.532
NODE_1288_length_45176_cov_69.014496:25242-25901|- -            220 7373                 -            237   9.5e-30  102.2  10.6   2   2   1.5e-29   6.5e-27   92.9   0.7    94   230    80   216    77   218 0.97 NODE_1288_length_45176_cov_69.014496_24 # 25242 # 25901 # -1 # ID=561_24;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.532
NODE_666_length_18969_cov_76.638199:1084-1800|+    -            239 7373                 -            237   3.2e-27   93.9   9.9   1   1   2.5e-28   1.1e-25   88.9   9.9    12   229    24   227    19   233 0.89 NODE_666_length_18969_cov_76.638199_3 # 1084 # 1800 # 1 # ID=285_3;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.501
NODE_1062_length_63423_cov_73.241127:19897-20571|- -            225 7373                 -            237   1.8e-23   81.6  16.0   1   2   5.2e-09   2.3e-06   25.6   5.9     7    68    16    77    11    99 0.84 NODE_1062_length_63423_cov_73.241127_21 # 19897 # 20571 # -1 # ID=442_21;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.499
NODE_1062_length_63423_cov_73.241127:19897-20571|- -            225 7373                 -            237   1.8e-23   81.6  16.0   2   2   3.1e-20   1.4e-17   62.4   2.3   105   230    98   223    90   224 0.96 NODE_1062_length_63423_cov_73.241127_21 # 19897 # 20571 # -1 # ID=442_21;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.499
NODE_1062_length_63423_cov_73.241127:20571-21311|- -            247 7373                 -            237     3e-16   58.0  10.2   1   1   5.7e-18   2.5e-15   55.0  10.2    11   220    29   235    22   239 0.79 NODE_1062_length_63423_cov_73.241127_22 # 20571 # 21311 # -1 # ID=442_22;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.524
NODE_2146_length_13525_cov_82.355492:1220-2323|-   -            368 7373                 -            237   1.5e-15   55.7   2.2   1   2      0.13        57    1.4   2.5    11    83   157   228   151   234 0.76 NODE_2146_length_13525_cov_82.355492_3 # 1220 # 2323 # -1 # ID=1073_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.524
NODE_2146_length_13525_cov_82.355492:1220-2323|-   -            368 7373                 -            237   1.5e-15   55.7   2.2   2   2   3.5e-18   1.5e-15   55.7   2.2   100   217   227   347   215   365 0.79 NODE_2146_length_13525_cov_82.355492_3 # 1220 # 2323 # -1 # ID=1073_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.524
NODE_2146_length_13525_cov_82.355492:2333-3514|-   -            394 7373                 -            237     2e-15   55.3   2.3   1   3     0.021       9.1    4.0   1.7    16    70    91   147    83   152 0.76 NODE_2146_length_13525_cov_82.355492_4 # 2333 # 3514 # -1 # ID=1073_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.503
NODE_2146_length_13525_cov_82.355492:2333-3514|-   -            394 7373                 -            237     2e-15   55.3   2.3   2   3       2.2   9.7e+02   -2.6   0.1   187   187   199   199   176   237 0.43 NODE_2146_length_13525_cov_82.355492_4 # 2333 # 3514 # -1 # ID=1073_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.503
NODE_2146_length_13525_cov_82.355492:2333-3514|-   -            394 7373                 -            237     2e-15   55.3   2.3   3   3   4.5e-18     2e-15   55.3   2.3   108   234   265   392   254   393 0.92 NODE_2146_length_13525_cov_82.355492_4 # 2333 # 3514 # -1 # ID=1073_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.503
NODE_1195_length_3037_cov_75.569313:1464-2117|-    -            218 7373                 -            237     0.019   12.8   0.1   1   3     0.044        20    2.9   1.5    12    68    18    78    10    83 0.70 NODE_1195_length_3037_cov_75.569313_4 # 1464 # 2117 # -1 # ID=513_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.523
NODE_1195_length_3037_cov_75.569313:1464-2117|-    -            218 7373                 -            237     0.019   12.8   0.1   2   3   4.2e-05     0.019   12.8   0.1   107   171    92   152    83   161 0.88 NODE_1195_length_3037_cov_75.569313_4 # 1464 # 2117 # -1 # ID=513_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.523
NODE_1195_length_3037_cov_75.569313:1464-2117|-    -            218 7373                 -            237     0.019   12.8   0.1   3   3       5.6   2.5e+03   -3.9   0.2    19    27   192   200   181   209 0.46 NODE_1195_length_3037_cov_75.569313_4 # 1464 # 2117 # -1 # ID=513_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.523
NODE_998_length_24344_cov_83.117935:3446-4336|+    -            297 7373                 -            237     0.064   11.1  10.4   1   4     0.086        38    2.0   0.8    17    68    89   142    78   152 0.70 NODE_998_length_24344_cov_83.117935_4 # 3446 # 4336 # 1 # ID=423_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.570
NODE_998_length_24344_cov_83.117935:3446-4336|+    -            297 7373                 -            237     0.064   11.1  10.4   2   4   5.8e-05     0.026   12.4   0.5    99   150   148   199   128   214 0.81 NODE_998_length_24344_cov_83.117935_4 # 3446 # 4336 # 1 # ID=423_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.570
NODE_998_length_24344_cov_83.117935:3446-4336|+    -            297 7373                 -            237     0.064   11.1  10.4   3   4      0.92   4.1e+02   -1.4   0.1    12    42   200   230   197   258 0.65 NODE_998_length_24344_cov_83.117935_4 # 3446 # 4336 # 1 # ID=423_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.570
NODE_998_length_24344_cov_83.117935:3446-4336|+    -            297 7373                 -            237     0.064   11.1  10.4   4   4     0.085        37    2.0   0.5    31    62   255   286   241   292 0.79 NODE_998_length_24344_cov_83.117935_4 # 3446 # 4336 # 1 # ID=423_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.570
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/simonedassisi/velvet-1.2.10/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/7373at543.hmm
# Target file:     results/BUSCO_output_velveth21/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout results/BUSCO_output_velveth21/run_enterobacteriaceae_odb12/hmmer_output/7373at543.out --cpu 1 /home/simonedassisi/velvet-1.2.10/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/7373at543.hmm results/BUSCO_output_velveth21/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/simonedassisi/velvet-1.2.10
# Date:            Wed Apr  2 19:24:13 2025
# [ok]
